n (number of vertices), total_cycle, total_flops, gbuild_cycle, prop_cycle, bel_cycle, gbuild_flops, prop_flops, bel_flops, iterations, old_prop_flops, old_bel_flops, old_total_flops, bytes_seq, bytes_rnd, sizeof_rnd
981, 364479.345457, 358815, 55608.203103, 292345.908251, 16525.234104, 3360, 348360, 7095, 10, 7611720, 7095, 7622175, 24456, 8304, 4
4847, 5808352.447649, 4486245, 1628697.390554, 3970525.572302, 209129.484793, 20984, 4389160, 76101, 10, 195883640, 76101, 195980725, 285016, 123120, 4
5167, 7057801.327934, 5313381, 2187026.165719, 4637208.602578, 233566.559636, 24544, 5199700, 89137, 10, 229010780, 89137, 229124461, 335880, 147272, 4
1879, 947706.499731, 895207, 164825.697851, 732312.359448, 50568.442433, 5330, 873120, 16757, 10, 36359920, 16757, 36382007, 59512, 22240, 4
5879, 9323812.835715, 7093246, 3031002.901212, 6009002.214878, 283807.719625, 32481, 6943540, 117225, 10, 318861020, 117225, 319010726, 445384, 199176, 4
6452, 11238293.332824, 9121073, 3486063.236237, 7418145.371662, 334084.724926, 41461, 8930800, 148812, 10, 436846000, 148812, 437036273, 569440, 258912, 4
2442, 1430680.053274, 1274134, 275699.569365, 1074885.527571, 80094.956339, 7000, 1243680, 23454, 10, 48652000, 23454, 48682454, 84048, 32256, 4
7272, 14443998.184384, 11793504, 4761189.092293, 9284100.792982, 398708.299109, 53616, 11549340, 190548, 10, 652198020, 190548, 652442184, 733104, 337464, 4
7766, 17667780.554460, 13894792, 6621423.339947, 10607932.012094, 438425.202419, 62886, 13608800, 223106, 10, 793536480, 223106, 793822472, 861360, 399616, 4
8522, 20646539.407325, 16198339, 7846862.236677, 12310453.285644, 489223.885004, 73149, 15866020, 259170, 10, 1132441820, 259170, 1132774139, 1002592, 467208, 4
9278, 23225959.752926, 19247008, 8304311.109453, 14376875.094595, 544773.548879, 86958, 18853580, 306470, 10, 1405442260, 306470, 1405835688, 1188768, 557272, 4
3128, 2660986.123494, 2190863, 629485.736749, 1906634.103989, 124866.282756, 10903, 2141480, 38480, 10, 78962520, 38480, 79011903, 141408, 58192, 4
4142, 4363435.257410, 3405064, 1147445.131482, 3040265.351696, 175724.774231, 16302, 3330200, 58562, 10, 147833160, 58562, 147908024, 217680, 92272, 4
10334, 28981851.298780, 23002091, 11630330.193023, 16733487.458835, 618033.646921, 103537, 22533600, 364954, 10, 1863523360, 364954, 1863991851, 1418480, 667904, 4
169867, 5450359820.365079, 3858482966, 1950636374.222222, 3469344054.142857, 30379392.000000, 17612397, 3782379580, 58490989, 10, 5887738703780, 58490989, 5887814807166, 233284488, 115962776, 4
187172, 6241540669.555555, 4395655085, 2178947100.555555, 4028080045.750000, 34513523.250000, 20060809, 4308971260, 66623016, 10, 7623877874340, 66623016, 7623964558165, 265743376, 132123000, 4
204131, 7239983579.161616, 4943819562, 2573214682.888889, 4628564665.545455, 38204230.727273, 22568225, 4846331240, 74920097, 10, 9600513986440, 74920097, 9600611474762, 298863864, 148615408, 4
221003, 8270982246.000000, 5493628325, 2991560729.222222, 5237240234.000000, 42181282.777778, 25073188, 5385313160, 83241977, 10, 11805626284760, 83241977, 11805734599925, 332083896, 165157936, 4
45729, 656285886.104331, 536651105, 259308215.750000, 391708343.196850, 5269327.157480, 2442374, 526034980, 8173751, 10, 145103891980, 8173751, 145114508105, 32512088, 16073128, 4
71223, 1368255322.671186, 1098103147, 512653645.400000, 845909118.898305, 9692558.372881, 5006374, 1076410600, 16686173, 10, 530488508280, 16686173, 530510200827, 66459800, 32945008, 4
92295, 2155170435.228070, 1651975400, 819204315.333333, 1322003038.210526, 13963081.684211, 7530491, 1619368260, 25076649, 10, 1142974063100, 25076649, 1143006670240, 99937416, 49599528, 4
111227, 2939402943.074074, 2202860461, 1091597448.555556, 1829784221.925926, 18021272.592593, 10051092, 2159391180, 33418189, 10, 1983622274260, 33418189, 1983665743541, 133227848, 66169016, 4
135339, 3748401337.063492, 2763444458, 1363900098.777778, 2361081819.285714, 23419419.000000, 12608081, 2708921220, 41915157, 10, 3076498437660, 41915157, 3076552960898, 167119272, 83018280, 4
152638, 4616492684.124183, 3309538662, 1675414590.888889, 2914734070.411765, 26344022.823529, 15104716, 3244252320, 50181626, 10, 4360387411360, 50181626, 4360452697702, 200115952, 99447424, 4
221588, 8278440990.111111, 5513114465, 2980938548.666667, 5255008572.444444, 42493869.000000, 25163269, 5404414320, 83536876, 10, 11888072091920, 83536876, 11888180792065, 333261152, 165744224, 4
