n (number of vertices), total_cycle, total_flops, gbuild_cycle, prop_cycle, bel_cycle, gbuild_flops, prop_flops, bel_flops, iterations, old_prop_flops, old_bel_flops, old_total_flops, bytes_seq, bytes_rnd, sizeof_rnd
981, 447473.299980, 358815, 69049.567793, 343245.426529, 35178.305659, 3360, 348360, 7095, 10, 7611720, 7095, 7622175, 48912, 16608, 8
4847, 7189110.238465, 4486245, 2482119.175186, 4388114.247938, 318876.815341, 20984, 4389160, 76101, 10, 195883640, 76101, 195980725, 570032, 246240, 8
5167, 7823891.765463, 5313381, 2372073.432163, 5096566.847518, 355251.485781, 24544, 5199700, 89137, 10, 229010780, 89137, 229124461, 671760, 294544, 8
1879, 1193172.229071, 895207, 253618.923003, 860278.592522, 79274.713546, 5330, 873120, 16757, 10, 36359920, 16757, 36382007, 119024, 44480, 8
5879, 10404326.442758, 7093246, 3310786.595632, 6652830.450639, 440709.396487, 32481, 6943540, 117225, 10, 318861020, 117225, 319010726, 890768, 398352, 8
6452, 14400591.889034, 9121073, 5605854.621076, 8274742.322079, 519994.945879, 41461, 8930800, 148812, 10, 436846000, 148812, 437036273, 1138880, 517824, 8
2442, 1822327.701238, 1274134, 474433.258848, 1234149.511749, 113744.930641, 7000, 1243680, 23454, 10, 48652000, 23454, 48682454, 168096, 64512, 8
7272, 17222415.800805, 11793504, 6032147.086852, 10570070.609091, 620198.104863, 53616, 11549340, 190548, 10, 652198020, 190548, 652442184, 1466208, 674928, 8
7766, 20265339.177138, 13894792, 7212540.497118, 12362244.918150, 690553.761869, 62886, 13608800, 223106, 10, 793536480, 223106, 793822472, 1722720, 799232, 8
8522, 23716368.126959, 16198339, 8537446.075085, 14408768.546110, 770153.505764, 73149, 15866020, 259170, 10, 1132441820, 259170, 1132774139, 2005184, 934416, 8
9278, 28348858.694123, 19247008, 10404148.257796, 17071684.870263, 873025.566064, 86958, 18853580, 306470, 10, 1405442260, 306470, 1405835688, 2377536, 1114544, 8
3128, 3317141.668744, 2190863, 1041898.123567, 2094378.686969, 180864.858208, 10903, 2141480, 38480, 10, 78962520, 38480, 79011903, 282816, 116384, 8
4142, 5004145.190298, 3405064, 1418628.413333, 3326985.131479, 258531.645485, 16302, 3330200, 58562, 10, 147833160, 58562, 147908024, 435360, 184544, 8
10334, 34082799.808190, 23002091, 12729453.346056, 20360941.563111, 992404.899023, 103537, 22533600, 364954, 10, 1863523360, 364954, 1863991851, 2836960, 1335808, 8
169867, 6908698759.083333, 3858482966, 2841189260.000000, 4004313337.833333, 63196161.250000, 17612397, 3782379580, 58490989, 10, 5887738703780, 58490989, 5887814807166, 466568976, 231925552, 8
187172, 8174948016.611112, 4395655085, 3425480347.111111, 4677651287.600000, 71816381.900000, 20060809, 4308971260, 66623016, 10, 7623877874340, 66623016, 7623964558165, 531486752, 264246000, 8
204131, 9939299970.333334, 4943819562, 4212850801.111111, 5645064544.888888, 81384624.333333, 22568225, 4846331240, 74920097, 10, 9600513986440, 74920097, 9600611474762, 597727728, 297230816, 8
221003, 11998811371.857143, 5493628325, 5070031100.000000, 6838336549.142857, 90443722.714286, 25073188, 5385313160, 83241977, 10, 11805626284760, 83241977, 11805734599925, 664167792, 330315872, 8
45729, 753164210.277778, 536651105, 281322432.500000, 461638282.444444, 10203495.333333, 2442374, 526034980, 8173751, 10, 145103891980, 8173751, 145114508105, 65024176, 32146256, 8
71223, 1629159563.366013, 1098103147, 628607950.111111, 981055389.137255, 19496224.117647, 5006374, 1076410600, 16686173, 10, 530488508280, 16686173, 530510200827, 132919600, 65890016, 8
92295, 2484683399.252525, 1651975400, 926274383.888889, 1530170702.757576, 28238312.606061, 7530491, 1619368260, 25076649, 10, 1142974063100, 25076649, 1143006670240, 199874832, 99199056, 8
111227, 3356645262.388889, 2202860461, 1230016074.888889, 2089719763.291667, 36909424.208333, 10051092, 2159391180, 33418189, 10, 1983622274260, 33418189, 1983665743541, 266455696, 132338032, 8
135339, 4458023500.111111, 2763444458, 1691876701.111111, 2719248831.277778, 46897967.722222, 12608081, 2708921220, 41915157, 10, 3076498437660, 41915157, 3076552960898, 334238544, 166036560, 8
152638, 5664703699.533334, 3309538662, 2246579359.333333, 3362311709.933333, 55812630.266667, 15104716, 3244252320, 50181626, 10, 4360387411360, 50181626, 4360452697702, 400231904, 198894848, 8
221588, 12111959665.936508, 5513114465, 5067423620.222222, 6953808603.571428, 90727442.142857, 25163269, 5404414320, 83536876, 10, 11888072091920, 83536876, 11888180792065, 666522304, 331488448, 8
