userId,movieId,rating,timestamp
1,1,4.0,964982703
1,3,4.0,964981247
1,6,4.0,964982224
1,36,5.0,964983815
1,38,5.0,964982931
1,48,3.0,964982400
1,59,5.0,964980868
1,65,4.0,964982176
1,79,5.0,964984041
1,81,5.0,964984100
1,87,5.0,964983650
1,120,5.0,964981208
1,125,3.0,964980985
1,129,5.0,964981179
1,132,4.0,964980908
1,149,5.0,964981680
1,172,3.0,964982967
1,183,3.0,964982310
1,193,5.0,964981179
1,206,4.0,964982563
1,213,4.0,964980962
1,219,5.0,964982588
1,222,4.0,964981710
1,248,3.0,964982363
1,258,4.0,964980868
1,266,5.0,964981909
1,276,4.0,964982346
1,287,3.0,964981208
1,301,5.0,964984002
1,313,4.0,964981179
1,317,4.0,964982653
1,318,5.0,964984153
1,327,4.0,964982546
1,328,4.0,964982271
1,329,4.0,964983793
1,332,5.0,964982838
1,336,5.0,964982931
1,348,3.0,964982563
1,350,5.0,964982838
1,354,3.0,964981775
1,370,4.0,964982400
1,371,3.0,964982653
1,384,3.0,964984086
1,395,4.0,964980499
1,433,5.0,964982475
1,437,5.0,964981529
1,443,5.0,964982176
1,444,4.0,964983614
1,446,5.0,964983219
1,458,3.0,964981775
1,468,5.0,964982681
1,469,5.0,964982876
1,470,5.0,964982791
1,472,5.0,964982855
1,473,3.0,964982903
1,474,5.0,964982653
1,475,5.0,964982791
1,479,4.0,964981179
1,482,5.0,964982400
1,486,4.0,964980924
1,489,5.0,964981680
1,492,5.0,964981327
1,499,5.0,964982951
1,500,4.0,964984018
1,501,5.0,964983484
1,505,5.0,964981680
1,511,4.0,964982513
1,513,5.0,964981327
1,524,5.0,964981827
1,525,5.0,964981872
1,526,5.0,964981827
1,532,5.0,964983737
1,534,4.0,964983250
1,536,5.0,964980499
1,539,5.0,964982951
1,540,4.0,964981855
1,544,2.0,964983393
1,545,5.0,964981909
1,547,5.0,964981909
1,549,5.0,964984018
1,551,5.0,964983618
1,560,5.0,964983723
1,571,5.0,964981442
1,573,3.0,964983414
1,579,4.0,964983599
1,583,5.0,964983705
1,587,5.0,964982290
1,589,5.0,964983414
1,592,5.0,964982703
1,598,5.0,964981909
1,600,5.0,964984086
1,615,4.0,964983393
1,629,3.0,964982653
1,637,3.0,964983017
1,640,3.0,964982310
1,646,3.0,964984112
1,654,4.0,964980875
1,661,4.0,964980985
1,662,5.0,964981107
1,670,4.0,964982620
1,675,5.0,964982290
1,676,3.0,964981125
1,680,5.0,964982346
1,693,5.0,964982951
1,695,4.0,964983056
1,696,5.0,964983504
1,699,3.0,964983536
1,707,3.0,964982620
1,727,5.0,964981125
1,734,4.0,964981230
1,740,4.0,964981404
1,742,5.0,964983034
1,743,4.0,964983056
1,777,4.0,964981780
1,781,5.0,964981497
1,787,5.0,964982176
1,792,4.0,964981710
1,801,4.0,964982211
1,806,5.0,964981710
1,809,4.0,964984176
1,813,5.0,964980523
1,819,4.0,964981888
1,821,5.0,964982903
1,828,4.0,964982563
1,829,5.0,964982791
1,832,4.0,964981747
1,833,5.0,964982400
1,839,5.0,964982838
1,848,5.0,964982838
1,850,3.0,964981710
1,851,5.0,964982653
1,852,4.0,964982838
1,854,4.0,964982588
1,856,4.0,964981725
1,861,5.0,964982529
1,862,5.0,964982876
1,868,5.0,964982791
1,869,5.0,964982791
1,871,5.0,964982838
1,873,4.0,964981725
1,881,5.0,964981710
1,885,4.0,964981680
1,888,4.0,964981710
1,901,2.0,964981775
1,907,4.0,964982989
1,909,4.0,964982310
1,915,5.0,964983664
1,926,5.0,964983263
1,929,2.0,964983546
1,931,5.0,964983861
1,936,4.0,964982462
1,944,5.0,964983123
1,945,2.0,964983094
1,949,5.0,964981093
1,954,4.0,964982310
1,961,3.0,964982513
1,969,5.0,964982242
1,973,4.0,964982620
1,977,5.0,964983414
1,982,5.0,964982588
1,983,4.0,964984169
1,987,4.0,965719662
1,989,5.0,964981278
1,992,3.0,964982328
1,993,5.0,964982242
1,998,5.0,964981265
1,1004,5.0,964981888
1,1007,5.0,964983000
1,1010,5.0,964981144
1,1015,4.0,964983080
1,1016,2.0,964982588
1,1019,4.0,964980523
1,1020,4.0,964982377
1,1021,5.0,964982620
1,1024,4.0,964983393
1,1025,4.0,964983414
1,1026,5.0,964983393
1,1027,3.0,964983426
1,1035,5.0,964981855
1,1038,5.0,964980985
1,1045,5.0,964983414
1,1057,5.0,964982703
1,1064,4.0,964981710
1,1070,4.0,964980523
1,1077,5.0,964980868
1,1081,5.0,964981680
1,1089,5.0,964982703
1,1095,4.0,964982290
1,1101,5.0,964981872
1,1102,5.0,964982176
1,1103,5.0,964982191
1,1104,5.0,964981888
1,1108,5.0,964983282
1,1111,4.0,964983034
1,1112,5.0,964982495
1,1115,5.0,964982271
1,1116,5.0,964982242
1,1118,4.0,964980896
1,1130,5.0,964983762
1,1131,5.0,964982791
1,1138,5.0,964981208
1,1139,5.0,964984086
1,1142,4.0,964981872
1,1161,5.0,964983873
1,1166,4.0,964982495
1,1171,1.0,964983504
1,1184,3.0,964981093
1,1186,3.0,964983108
1,1190,5.0,964981107
1,1203,5.0,964983536
1,1221,5.0,964983484
1,1240,4.0,964981799
1,1241,4.0,964981799
1,1242,5.0,964982328
1,1243,5.0,964984054
1,1244,5.0,964981144
1,1252,4.0,964981725
1,1256,4.0,964981775
1,1269,4.0,964982271
1,1282,5.0,964980668
1,1288,4.0,964980683
1,1295,4.0,964982271
1,1299,5.0,964981589
1,1310,5.0,964983737
1,1311,5.0,964981909
1,1318,5.0,964982363
1,1320,4.0,964982417
1,1323,4.0,964980694
1,1337,5.0,964981855
1,1341,4.0,964981220
1,1378,4.0,964982903
1,1496,5.0,964984002
2,185,3.0,1445714835
2,193,4.0,1445715029
2,719,4.5,1445715228
2,1282,4.0,1445714885
2,1629,4.0,1445714952
2,1719,3.5,1445714960
2,1864,4.0,1445715013
2,1880,4.0,1445715064
2,1971,4.5,1445715141
2,1996,5.0,1445714980
2,2053,4.5,1445715154
2,2084,3.0,1445714974
2,2104,4.0,1445714926
2,2112,3.0,1445714941
2,2120,4.0,1445714841
2,2130,4.5,1445715340
2,2132,5.0,1445715172
2,2157,4.0,1445715166
2,2175,5.0,1445715189
2,2181,3.5,1445714891
2,2185,2.5,1445714938
2,2219,3.5,1445714874
2,2261,5.0,1445714966
2,2275,3.0,1445715145
2,2296,4.0,1445714882
2,2301,2.0,1445715276
2,2308,3.5,1445714854
2,2325,5.0,1445715272
2,2342,5.0,1445714851
3,25,0.5,1306463578
3,301,0.5,1306464275
3,347,0.5,1306463619
3,357,0.5,1306464228
3,368,0.5,1306463595
3,408,5.0,1306463611
3,431,0.5,1306463567
3,502,0.5,1306463627
3,510,0.5,1306464216
3,578,0.5,1306463569
3,585,0.5,1306463624
3,587,3.5,1306463323
