n (number of vertices), total_cycle, total_flops, gbuild_cycle, prop_cycle, bel_cycle, gbuild_flops, prop_flops, bel_flops, iterations, old_prop_flops, old_bel_flops, old_total_flops, bytes_seq, bytes_rnd, sizeof_rnd
981, 719240.989899, 358815, 69234.085255, 614806.472389, 35200.432255, 3360, 348360, 7095, 10, 7611720, 7095, 7622175, 48912, 16608, 8
4847, 12018291.966426, 4486245, 2474053.089560, 9216298.402765, 327940.474101, 20984, 4389160, 76101, 10, 195883640, 76101, 195980725, 570032, 246240, 8
5167, 13585411.569049, 5313381, 2365996.482498, 10847064.419957, 372350.666594, 24544, 5199700, 89137, 10, 229010780, 89137, 229124461, 671760, 294544, 8
1879, 2027544.574609, 895207, 254989.269417, 1687827.033318, 84728.271874, 5330, 873120, 16757, 10, 36359920, 16757, 36382007, 119024, 44480, 8
5879, 18033660.096690, 7093246, 3302907.404888, 14283750.389032, 447002.302771, 32481, 6943540, 117225, 10, 318861020, 117225, 319010726, 890768, 398352, 8
6452, 24307193.196522, 9121073, 5607806.497758, 18172778.767442, 526607.931323, 41461, 8930800, 148812, 10, 436846000, 148812, 437036273, 1138880, 517824, 8
2442, 3029202.672368, 1274134, 473812.189235, 2430484.332150, 124906.150982, 7000, 1243680, 23454, 10, 48652000, 23454, 48682454, 168096, 64512, 8
7272, 30174877.850555, 11793504, 5981786.793062, 23565338.189444, 627752.868049, 53616, 11549340, 190548, 10, 652198020, 190548, 652442184, 1466208, 674928, 8
7766, 35621773.691120, 13894792, 7175076.381636, 27739609.349972, 707087.959512, 62886, 13608800, 223106, 10, 793536480, 223106, 793822472, 1722720, 799232, 8
8522, 41735167.024869, 16198339, 8565153.195205, 32381869.928109, 788143.901554, 73149, 15866020, 259170, 10, 1132441820, 259170, 1132774139, 2005184, 934416, 8
9278, 49441133.487300, 19247008, 10417604.683333, 38137933.169336, 885595.634630, 86958, 18853580, 306470, 10, 1405442260, 306470, 1405835688, 2377536, 1114544, 8
3128, 5571013.728156, 2190863, 1040350.351779, 4339156.838584, 191506.537794, 10903, 2141480, 38480, 10, 78962520, 38480, 79011903, 282816, 116384, 8
4142, 8708130.175597, 3405064, 1405491.901911, 7028879.394293, 273758.879393, 16302, 3330200, 58562, 10, 147833160, 58562, 147908024, 435360, 184544, 8
10334, 59397114.502349, 23002091, 12683370.202532, 45702635.548446, 1011108.751371, 103537, 22533600, 364954, 10, 1863523360, 364954, 1863991851, 2836960, 1335808, 8
