n (number of vertices), total_cycle, total_flops, gbuild_cycle, prop_cycle, bel_cycle, gbuild_flops, prop_flops, bel_flops, iterations, old_prop_flops, old_bel_flops, old_total_flops, bytes_seq, bytes_rnd, sizeof_rnd
169867, 5450359820.365079, 3858482966, 1950636374.222222, 3469344054.142857, 30379392.000000, 17612397, 3782379580, 58490989, 10, 5887738703780, 58490989, 5887814807166, 233284488, 115962776, 4
187172, 6241540669.555555, 4395655085, 2178947100.555555, 4028080045.750000, 34513523.250000, 20060809, 4308971260, 66623016, 10, 7623877874340, 66623016, 7623964558165, 265743376, 132123000, 4
204131, 7239983579.161616, 4943819562, 2573214682.888889, 4628564665.545455, 38204230.727273, 22568225, 4846331240, 74920097, 10, 9600513986440, 74920097, 9600611474762, 298863864, 148615408, 4
221003, 8270982246.000000, 5493628325, 2991560729.222222, 5237240234.000000, 42181282.777778, 25073188, 5385313160, 83241977, 10, 11805626284760, 83241977, 11805734599925, 332083896, 165157936, 4
45729, 656285886.104331, 536651105, 259308215.750000, 391708343.196850, 5269327.157480, 2442374, 526034980, 8173751, 10, 145103891980, 8173751, 145114508105, 32512088, 16073128, 4
71223, 1368255322.671186, 1098103147, 512653645.400000, 845909118.898305, 9692558.372881, 5006374, 1076410600, 16686173, 10, 530488508280, 16686173, 530510200827, 66459800, 32945008, 4
92295, 2155170435.228070, 1651975400, 819204315.333333, 1322003038.210526, 13963081.684211, 7530491, 1619368260, 25076649, 10, 1142974063100, 25076649, 1143006670240, 99937416, 49599528, 4
111227, 2939402943.074074, 2202860461, 1091597448.555556, 1829784221.925926, 18021272.592593, 10051092, 2159391180, 33418189, 10, 1983622274260, 33418189, 1983665743541, 133227848, 66169016, 4
135339, 3748401337.063492, 2763444458, 1363900098.777778, 2361081819.285714, 23419419.000000, 12608081, 2708921220, 41915157, 10, 3076498437660, 41915157, 3076552960898, 167119272, 83018280, 4
152638, 4616492684.124183, 3309538662, 1675414590.888889, 2914734070.411765, 26344022.823529, 15104716, 3244252320, 50181626, 10, 4360387411360, 50181626, 4360452697702, 200115952, 99447424, 4
221588, 8278440990.111111, 5513114465, 2980938548.666667, 5255008572.444444, 42493869.000000, 25163269, 5404414320, 83536876, 10, 11888072091920, 83536876, 11888180792065, 333261152, 165744224, 4
