n (number of vertices), total_cycle, total_flops, gbuild_cycle, prop_cycle, bel_cycle, gbuild_flops, prop_flops, bel_flops, iterations, old_prop_flops, old_bel_flops, old_total_flops, bytes_seq, bytes_rnd, sizeof_rnd
169867, 642544215272.000000, 454341344, 2626084738.000000, 639856449349.000000, 61681185.000000, 17612397, 378237958, 58490989, 1, 588773870378, 58490989, 588849973764, 466568976, 231925552, 8
187172, 832198079656.000000, 517580951, 3179107021.000000, 828949191644.000000, 69780991.000000, 20060809, 430897126, 66623016, 1, 762387787434, 66623016, 762474471259, 531486752, 264246000, 8
204131, 1047961564231.000000, 582121446, 3747373836.000000, 1044134647968.000000, 79542427.000000, 22568225, 484633124, 74920097, 1, 960051398644, 74920097, 960148886966, 597727728, 297230816, 8
221003, 1288920108889.000000, 646846481, 4588788976.000000, 1284243733217.000000, 87586696.000000, 25073188, 538531316, 83241977, 1, 1180562628476, 83241977, 1180670943641, 664167792, 330315872, 8
45729, 15808033049.000000, 63219623, 282851437.750000, 15514618228.000000, 10563383.250000, 2442374, 52603498, 8173751, 1, 14510389198, 8173751, 14521005323, 65024176, 32146256, 8
71223, 57825858952.000000, 129333607, 619261903.000000, 57186963862.000000, 19633187.000000, 5006374, 107641060, 16686173, 1, 53048850828, 16686173, 53070543375, 132919600, 65890016, 8
92295, 124788151325.000000, 194543966, 910287205.000000, 123849748636.000000, 28115484.000000, 7530491, 161936826, 25076649, 1, 114297406310, 25076649, 114330013450, 199874832, 99199056, 8
111227, 216251279812.000000, 259408399, 1232115912.000000, 214982321519.000000, 36842381.000000, 10051092, 215939118, 33418189, 1, 198362227426, 33418189, 198405696707, 266455696, 132338032, 8
135339, 335421548828.000000, 325415360, 1553792421.000000, 333821758966.000000, 45997441.000000, 12608081, 270892122, 41915157, 1, 307649843766, 41915157, 307704367004, 334238544, 166036560, 8
152638, 475648749584.000000, 389711574, 2068110710.000000, 473525926119.000000, 54712755.000000, 15104716, 324425232, 50181626, 1, 436038741136, 50181626, 436104027478, 400231904, 198894848, 8
221588, 1297965514088.000000, 649141577, 4707134740.000000, 1293166767967.000000, 91611381.000000, 25163269, 540441432, 83536876, 1, 1188807209192, 83536876, 1188915909337, 666522304, 331488448, 8
