n (number of vertices), total_cycle, total_flops, gbuild_cycle, prop_cycle, bel_cycle, gbuild_flops, prop_flops, bel_flops, iterations, old_prop_flops, old_bel_flops, old_total_flops, bytes_seq, bytes_rnd, sizeof_rnd
169867, 10734114757.055555, 3858482966, 2778402755.888889, 7891882658.333333, 63829342.833333, 17612397, 3782379580, 58490989, 10, 5887738703780, 58490989, 5887814807166, 466568976, 231925552, 8
187172, 12570502267.666666, 4395655085, 3380073167.666667, 9118151929.000000, 72277171.000000, 20060809, 4308971260, 66623016, 10, 7623877874340, 66623016, 7623964558165, 531486752, 264246000, 8
204131, 14676135206.488890, 4943819562, 4134202603.888889, 10460270214.600000, 81662388.000000, 22568225, 4846331240, 74920097, 10, 9600513986440, 74920097, 9600611474762, 597727728, 297230816, 8
221003, 17048863292.722221, 5493628325, 5020776651.222222, 11937149405.750000, 90937235.750000, 25073188, 5385313160, 83241977, 10, 11805626284760, 83241977, 11805734599925, 664167792, 330315872, 8
45729, 1332165258.354167, 536651105, 281749270.833333, 1040038731.666667, 10377255.854167, 2442374, 526034980, 8173751, 10, 145103891980, 8173751, 145114508105, 65024176, 32146256, 8
71223, 2777358344.833333, 1098103147, 630832060.666667, 2127117860.166667, 19408424.000000, 5006374, 1076410600, 16686173, 10, 530488508280, 16686173, 530510200827, 132919600, 65890016, 8
92295, 4169831928.541667, 1651975400, 926644483.666667, 3214969476.062500, 28217968.812500, 7530491, 1619368260, 25076649, 10, 1142974063100, 25076649, 1143006670240, 199874832, 99199056, 8
111227, 5597097665.833333, 2202860461, 1239499348.666667, 4320647007.666666, 36951309.500000, 10051092, 2159391180, 33418189, 10, 1983622274260, 33418189, 1983665743541, 266455696, 132338032, 8
135339, 7235623815.000000, 2763444458, 1689295506.000000, 5499538221.666666, 46790087.333333, 12608081, 2708921220, 41915157, 10, 3076498437660, 41915157, 3076552960898, 334238544, 166036560, 8
152638, 8931573130.166666, 3309538662, 2248361738.666667, 6628543675.125000, 54667716.375000, 15104716, 3244252320, 50181626, 10, 4360387411360, 50181626, 4360452697702, 400231904, 198894848, 8
221588, 17147750228.027779, 5513114465, 5046008566.777778, 12009196506.500000, 92545154.750000, 25163269, 5404414320, 83536876, 10, 11888072091920, 83536876, 11888180792065, 666522304, 331488448, 8
