n (number of vertices), total_cycle, total_flops, gbuild_cycle, prop_cycle, bel_cycle, gbuild_flops, prop_flops, bel_flops, iterations, old_prop_flops, old_bel_flops, old_total_flops, bytes_seq, bytes_rnd, sizeof_rnd
169867, 7733202210.255555, 3858482966, 2629830003.555555, 5038701299.700000, 64670907.000000, 17612397, 3782379580, 58490989, 10, 5887738703780, 58490989, 5887814807166, 466568976, 231925552, 8
187172, 9113409584.444445, 4395655085, 3181402582.111111, 5859474048.000000, 72532954.333333, 20060809, 4308971260, 66623016, 10, 7623877874340, 66623016, 7623964558165, 531486752, 264246000, 8
204131, 10543798667.730158, 4943819562, 3802631901.444445, 6659153491.714285, 82013274.571429, 22568225, 4846331240, 74920097, 10, 9600513986440, 74920097, 9600611474762, 597727728, 297230816, 8
221003, 12334542530.666666, 5493628325, 4622706176.666667, 7621079478.166666, 90756875.833333, 25073188, 5385313160, 83241977, 10, 11805626284760, 83241977, 11805734599925, 664167792, 330315872, 8
45729, 957674156.726667, 536651105, 280528531.166667, 666764496.853333, 10381128.706667, 2442374, 526034980, 8173751, 10, 145103891980, 8173751, 145114508105, 65024176, 32146256, 8
71223, 2013720405.009009, 1098103147, 632559102.333333, 1361639745.756757, 19521556.918919, 5006374, 1076410600, 16686173, 10, 530488508280, 16686173, 530510200827, 132919600, 65890016, 8
92295, 3007274328.819444, 1651975400, 925324310.777778, 2053269500.583333, 28680517.458333, 7530491, 1619368260, 25076649, 10, 1142974063100, 25076649, 1143006670240, 199874832, 99199056, 8
111227, 4029233122.611111, 2202860461, 1234443826.666667, 2757624794.444444, 37164501.500000, 10051092, 2159391180, 33418189, 10, 1983622274260, 33418189, 1983665743541, 266455696, 132338032, 8
135339, 5099079516.984127, 2763444458, 1549028946.555556, 3503492786.500000, 46557783.928571, 12608081, 2708921220, 41915157, 10, 3076498437660, 41915157, 3076552960898, 334238544, 166036560, 8
152638, 6417826492.277778, 3309538662, 2101217922.111111, 4261569785.000000, 55038785.166667, 15104716, 3244252320, 50181626, 10, 4360387411360, 50181626, 4360452697702, 400231904, 198894848, 8
221588, 12597578715.277777, 5513114465, 4744549192.111111, 7760454482.833333, 92575040.333333, 25163269, 5404414320, 83536876, 10, 11888072091920, 83536876, 11888180792065, 666522304, 331488448, 8
