userId,movieId,rating,timestamp
1,1,4.0,964982703
1,3,4.0,964981247
1,6,4.0,964982224
1,40,5.0,964983815
1,42,5.0,964982931
1,57,3.0,964982400
1,74,5.0,964980868
1,80,4.0,964982176
1,98,5.0,964984041
1,101,5.0,964984100
1,107,5.0,964983650
1,146,5.0,964981208
1,151,3.0,964980985
1,157,5.0,964981179
1,160,4.0,964980908
1,181,5.0,964981680
1,206,3.0,964982967
1,221,3.0,964982310
1,236,5.0,964981179
1,249,4.0,964982563
1,256,4.0,964980962
1,262,5.0,964982588
1,266,4.0,964981710
1,300,3.0,964982363
1,313,4.0,964980868
1,323,5.0,964981909
1,337,4.0,964982346
1,350,3.0,964981208
1,369,5.0,964984002
1,382,4.0,964981179
1,388,4.0,964982653
1,389,5.0,964984153
1,402,4.0,964982546
1,403,4.0,964982271
1,404,4.0,964983793
1,407,5.0,964982838
1,412,5.0,964982931
1,428,3.0,964982563
1,430,5.0,964982838
1,435,3.0,964981775
1,458,4.0,964982400
1,460,3.0,964982653
1,476,3.0,964984086
1,491,4.0,964980499
1,544,5.0,964982475
1,548,5.0,964981529
1,559,5.0,964982176
1,561,4.0,964983614
1,570,5.0,964983219
1,588,3.0,964981775
1,602,5.0,964982681
1,603,5.0,964982876
1,604,5.0,964982791
1,607,5.0,964982855
1,608,3.0,964982903
1,609,5.0,964982653
1,610,5.0,964982791
1,617,4.0,964981179
1,620,5.0,964982400
1,625,4.0,964980924
1,628,5.0,964981680
1,631,5.0,964981327
1,638,5.0,964982951
1,639,4.0,964984018
1,641,5.0,964983484
1,646,5.0,964981680
1,657,4.0,964982513
1,662,5.0,964981327
1,687,5.0,964981827
1,688,5.0,964981872
1,689,5.0,964981827
1,696,5.0,964983737
1,698,4.0,964983250
1,700,5.0,964980499
1,703,5.0,964982951
1,704,4.0,964981855
1,709,2.0,964983393
1,710,5.0,964981909
1,712,5.0,964981909
1,714,5.0,964984018
1,716,5.0,964983618
1,727,5.0,964983723
1,741,5.0,964981442
1,743,3.0,964983414
1,749,4.0,964983599
1,754,5.0,964983705
1,759,5.0,964982290
1,762,5.0,964983414
1,766,5.0,964982703
1,775,5.0,964981909
1,781,5.0,964984086
1,802,4.0,964983393
1,822,3.0,964982653
1,836,3.0,964983017
1,840,3.0,964982310
1,854,3.0,964984112
1,866,4.0,964980875
1,877,4.0,964980985
1,880,5.0,964981107
1,892,4.0,964982620
1,898,5.0,964982290
1,899,3.0,964981125
1,903,5.0,964982346
1,918,5.0,964982951
1,920,4.0,964983056
1,923,5.0,964983504
1,931,3.0,964983536
1,944,3.0,964982620
1,970,5.0,964981125
1,980,4.0,964981230
1,986,4.0,964981404
1,991,5.0,964983034
1,992,4.0,964983056
1,1035,4.0,964981780
1,1039,5.0,964981497
1,1047,5.0,964982176
1,1057,4.0,964981710
1,1071,4.0,964982211
1,1076,5.0,964981710
1,1081,4.0,964984176
1,1085,5.0,964980523
1,1092,4.0,964981888
1,1094,5.0,964982903
1,1102,4.0,964982563
1,1103,5.0,964982791
1,1106,4.0,964981747
1,1107,5.0,964982400
1,1116,5.0,964982838
1,1125,5.0,964982838
1,1127,3.0,964981710
1,1128,5.0,964982653
1,1129,4.0,964982838
1,1131,4.0,964982588
1,1134,4.0,964981725
1,1141,5.0,964982529
1,1142,5.0,964982876
1,1152,5.0,964982791
1,1153,5.0,964982791
1,1155,5.0,964982838
1,1157,4.0,964981725
1,1168,5.0,964981710
1,1173,4.0,964981680
1,1177,4.0,964981710
1,1193,2.0,964981775
1,1201,4.0,964982989
1,1204,4.0,964982310
1,1211,5.0,964983664
1,1230,5.0,964983263
1,1235,2.0,964983546
1,1240,5.0,964983861
1,1249,4.0,964982462
1,1263,5.0,964983123
1,1264,2.0,964983094
1,1269,5.0,964981093
1,1276,4.0,964982310
1,1284,3.0,964982513
1,1292,5.0,964982242
1,1300,4.0,964982620
1,1305,5.0,964983414
1,1310,5.0,964982588
1,1313,4.0,964984169
1,1317,4.0,965719662
1,1322,5.0,964981278
1,1328,3.0,964982328
1,1329,5.0,964982242
1,1335,5.0,964981265
1,1346,5.0,964981888
1,1350,5.0,964983000
1,1355,5.0,964981144
1,1363,4.0,964983080
1,1364,2.0,964982588
1,1367,4.0,964980523
1,1369,4.0,964982377
1,1370,5.0,964982620
1,1373,4.0,964983393
1,1374,4.0,964983414
1,1375,5.0,964983393
1,1376,3.0,964983426
1,1390,5.0,964981855
1,1393,5.0,964980985
1,1402,5.0,964983414
1,1422,5.0,964982703
1,1434,4.0,964981710
1,1442,4.0,964980523
1,1450,5.0,964980868
1,1456,5.0,964981680
1,1467,5.0,964982703
1,1475,4.0,964982290
1,1487,5.0,964981872
1,1488,5.0,964982176
1,1489,5.0,964982191
1,1490,5.0,964981888
1,1496,5.0,964983282
1,1502,4.0,964983034
1,1503,5.0,964982495
1,1506,5.0,964982271
1,1507,5.0,964982242
1,1509,4.0,964980896
1,1524,5.0,964983762
1,1525,5.0,964982791
1,1534,5.0,964981208
1,1535,5.0,964984086
1,1539,4.0,964981872
1,1569,5.0,964983873
1,1577,4.0,964982495
1,1582,1.0,964983504
1,1603,3.0,964981093
1,1605,3.0,964983108
1,1610,5.0,964981107
1,1629,5.0,964983536
1,1658,5.0,964983484
1,1682,4.0,964981799
1,1683,4.0,964981799
1,1684,5.0,964982328
1,1687,5.0,964984054
1,1688,5.0,964981144
1,1699,4.0,964981725
1,1703,4.0,964981775
1,1721,4.0,964982271
1,1738,5.0,964980668
1,1749,4.0,964980683
1,1758,4.0,964982271
1,1765,5.0,964981589
1,1779,5.0,964983737
1,1780,5.0,964981909
1,1788,5.0,964982363
1,1791,4.0,964982417
1,1794,4.0,964980694
1,1814,5.0,964981855
1,1819,4.0,964981220
1,1876,4.0,964982903
1,2112,5.0,964984002
2,223,3.0,1445714835
2,236,4.0,1445715029
2,960,4.5,1445715228
2,1738,4.0,1445714885
2,2373,4.0,1445714952
2,2565,3.5,1445714960
2,2846,4.0,1445715013
2,2873,4.0,1445715064
2,3055,4.5,1445715141
2,3097,5.0,1445714980
2,3187,4.5,1445715154
2,3243,3.0,1445714974
2,3282,4.0,1445714926
2,3304,3.0,1445714941
2,3322,4.0,1445714841
2,3338,4.5,1445715340
2,3344,5.0,1445715172
2,3403,4.0,1445715166
2,3441,5.0,1445715189
2,3461,3.5,1445714891
2,3465,2.5,1445714938
2,3546,3.5,1445714874
2,3629,5.0,1445714966
2,3654,3.0,1445715145
2,3685,4.0,1445714882
2,3697,2.0,1445715276
2,3715,3.5,1445714854
2,3754,5.0,1445715272
2,3807,5.0,1445714851
3,29,0.5,1306463578
3,369,0.5,1306464275
3,427,0.5,1306463619
3,439,0.5,1306464228
3,453,0.5,1306463595
3,508,5.0,1306463611
3,540,0.5,1306463567
3,642,0.5,1306463627
